order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,region,sales_channel,payment_method,gross_sales,discount_amount,net_sales,estimated_cost,gross_profit,profit_margin,order_month
O000025,C00770,P0014,2024-05-14,1,1303.2,0.2,16.13,Central,Partner,PayPal,1303.2,260.64000000000004,1042.56,845.71,180.7199999999999,0.17334254143646402,2024-05
O000026,C00946,P0077,2024-08-25,1,70.81,0.0,5.52,North,Online,Bank Transfer,70.81,0.0,70.81,37.35,27.94,0.39457703714164666,2024-08
O000027,C02477,P0061,2025-12-30,2,549.96,0.0,13.16,North,Partner,Bank Transfer,1099.92,0.0,1099.92,610.04,476.7200000000001,0.43341333915193836,2025-12
O000028,C00671,P0025,2024-08-19,1,27.18,0.2,23.88,North,Partner,PayPal,27.18,5.436,21.744,15.99,-18.125999999999998,-0.8336092715231788,2024-08
O000029,C00912,P0086,2024-07-26,3,172.17,0.0,22.01,South,Online,Bank Transfer,516.51,0.0,516.51,299.73,194.76999999999998,0.3770885365239782,2024-07
O000030,C02007,P0042,2025-04-13,4,68.63,0.05,16.18,East,Online,Credit Card,274.52,13.725999999999999,260.794,161.16,83.45399999999998,0.3199996932444764,2025-04
O000031,C01559,P0041,2025-02-07,2,93.16,0.15,14.21,Central,Online,Credit Card,186.32,27.947999999999997,158.37199999999999,103.26,40.90199999999998,0.2582653499355946,2025-02
O000032,C01850,P0059,2024-02-13,4,534.37,0.0,24.64,West,Online,Bank Transfer,2137.48,0.0,2137.48,1098.4,1014.4399999999999,0.47459625353219675,2024-02
O000033,C00161,P0072,2025-01-31,2,12.41,0.15,9.05,South,Partner,Debit Card,24.82,3.723,21.097,16.8,-4.753,-0.2252926956439304,2025-01
O000034,C01631,P0039,2024-10-19,2,393.4,0.05,18.02,West,Online,Credit Card,786.8,39.34,747.4599999999999,401.98,327.4599999999999,0.43809702191421607,2024-10
O000035,C00583,P0060,2025-10-23,2,227.84,0.15,20.02,East,Online,Debit Card,455.68,68.352,387.328,219.94,147.36799999999997,0.3804733972240581,2025-10
O000036,C02239,P0018,2025-02-06,1,159.0,0.05,15.78,North,Online,Bank Transfer,159.0,7.95,151.05,89.15,46.120000000000005,0.3053293611386958,2025-02
O000037,C00828,P0059,2024-04-02,1,534.37,0.15,18.66,South,Retail Store,Debit Card,534.37,80.1555,454.2145,274.6,160.95449999999997,0.35435790799280953,2024-04
O000038,C00507,P0012,2024-04-26,3,436.24,0.15,18.85,Central,Online,Bank Transfer,1308.72,196.308,1112.412,786.78,306.78200000000004,0.2757809157038939,2024-04
O000039,C02096,P0079,2024-06-12,1,95.49,0.05,23.03,West,Online,Debit Card,95.49,4.7745,90.71549999999999,61.6,6.085499999999989,0.06708335400234788,2024-06
O000040,C02317,P0085,2024-06-02,1,128.94,0.0,11.94,South,Online,Credit Card,128.94,0.0,128.94,84.92,32.08,0.24879789049170156,2024-06
O000041,C01268,P0058,2024-10-22,2,524.63,0.0,2.58,East,Partner,Debit Card,1049.26,0.0,1049.26,542.1,504.58,0.4808912948172998,2024-10
O000042,C01037,P0002,2025-04-14,2,1224.79,0.05,16.18,South,Online,Credit Card,2449.58,122.479,2327.101,1307.14,1003.7810000000001,0.43134397690517085,2025-04
O000043,C02022,P0031,2024-08-10,2,350.4,0.05,4.29,East,Online,Bank Transfer,700.8,35.04,665.76,468.8,192.67,0.2893985820716174,2024-08
O000044,C02459,P0001,2024-09-07,4,171.14,0.0,3.6,East,Retail Store,Debit Card,684.56,0.0,684.56,444.56,236.39999999999995,0.34533130770129716,2024-09
O000045,C00608,P0008,2025-10-30,1,967.68,0.0,9.95,South,Partner,PayPal,967.68,0.0,967.68,655.18,302.55,0.31265500992063494,2025-10
O000046,C00360,P0007,2024-04-21,1,787.65,0.0,16.25,East,Online,PayPal,787.65,0.0,787.65,605.75,165.64999999999998,0.21030914746397508,2024-04
O000047,C02437,P0074,2025-07-29,1,18.14,0.05,23.46,South,Retail Store,PayPal,18.14,0.907,17.233,13.85,-20.076999999999998,-1.1650322056519467,2025-07
O000048,C00382,P0039,2024-11-26,1,393.4,0.05,21.47,West,Retail Store,Bank Transfer,393.4,19.67,373.72999999999996,200.99,151.26999999999995,0.40475744521445955,2024-11
O000049,C00266,P0038,2025-04-27,1,323.52,0.15,14.36,West,Partner,PayPal,323.52,48.528,274.99199999999996,167.43,93.20199999999996,0.3389262233083143,2025-04
O000050,C02149,P0027,2025-12-13,1,319.74,0.0,13.38,East,Online,Credit Card,319.74,0.0,319.74,170.73,135.63000000000002,0.42418840307750055,2025-12
O000051,C02478,P0037,2025-03-13,2,147.84,0.0,23.36,West,Online,PayPal,295.68,0.0,295.68,181.4,90.92,0.30749458874458874,2025-03
O000052,C02305,P0064,2025-06-16,3,131.5,0.05,22.38,Central,Online,Debit Card,394.5,19.725,374.775,205.32,147.075,0.39243546127676604,2025-06
O000053,C00954,P0038,2024-07-17,1,323.52,0.0,19.09,Central,Online,Credit Card,323.52,0.0,323.52,167.43,136.99999999999997,0.4234668644906033,2024-07
O000054,C00850,P0079,2025-02-28,1,95.49,0.0,2.75,West,Online,Debit Card,95.49,0.0,95.49,61.6,31.139999999999993,0.3261074458058435,2025-02
O000055,C00825,P0037,2024-09-17,3,147.84,0.0,19.76,East,Online,PayPal,443.52,0.0,443.52,272.1,151.65999999999997,0.34194624819624814,2024-09
O000056,C00467,P0088,2024-12-07,1,89.32,0.15,21.22,South,Online,Credit Card,89.32,13.397999999999998,75.922,58.01,-3.308,-0.0435710334290456,2024-12
O000057,C00795,P0043,2024-12-12,4,255.64,0.05,17.03,North,Partner,Credit Card,1022.56,51.128,971.4319999999999,532.28,422.12199999999996,0.4345358192853437,2024-12
O000058,C01973,P0020,2025-10-04,2,797.9,0.2,12.91,South,Online,PayPal,1595.8,319.16,1276.6399999999999,1223.56,40.16999999999993,0.03146540919914771,2025-10
O000059,C01696,P0008,2025-06-17,1,967.68,0.15,7.19,North,Retail Store,Credit Card,967.68,145.152,822.528,655.18,160.15800000000007,0.1947143440709618,2025-06
O000060,C01359,P0046,2024-03-08,5,527.57,0.0,24.63,South,Retail Store,PayPal,2637.8500000000004,0.0,2637.8500000000004,1637.45,975.7700000000003,0.3699111018443051,2024-03
O000061,C02189,P0022,2025-08-07,2,910.71,0.0,18.37,West,Online,PayPal,1821.42,0.0,1821.42,1291.9,511.15,0.28063269317345807,2025-08
O000062,C01289,P0005,2024-10-05,1,916.2,0.05,12.67,North,Partner,PayPal,916.2,45.81,870.3900000000001,614.55,243.17000000000016,0.27938050758855243,2024-10
O000063,C01240,P0028,2025-06-21,1,406.01,0.0,20.0,North,Online,Credit Card,406.01,0.0,406.01,262.53,123.48000000000002,0.3041304401369425,2025-06
O000064,C00380,P0057,2025-06-02,1,363.62,0.05,6.78,South,Partner,Debit Card,363.62,18.181,345.439,248.87,89.78900000000002,0.2599272230408263,2025-06
O000065,C01981,P0068,2024-11-13,3,236.64,0.0,21.0,North,Retail Store,Credit Card,709.92,0.0,709.92,354.24,334.67999999999995,0.4714334009465855,2024-11
O000066,C02115,P0087,2024-05-15,1,50.59,0.0,2.59,West,Online,Credit Card,50.59,0.0,50.59,33.42,14.580000000000002,0.28819924886341175,2024-05
O000067,C00181,P0088,2025-08-31,4,89.32,0.0,4.82,South,Online,Credit Card,357.28,0.0,357.28,232.04,120.41999999999999,0.3370465741155396,2025-08
O000068,C01280,P0003,2025-08-14,3,377.97,0.15,7.01,East,Partner,PayPal,1133.91,170.0865,963.8235000000001,835.11,121.70350000000006,0.12627156320633398,2025-08
O000069,C01174,P0036,2025-06-29,1,250.91,0.05,5.86,South,Retail Store,PayPal,250.91,12.5455,238.3645,146.3,86.20449999999998,0.36164991011664904,2025-06
O000070,C01121,P0015,2024-01-16,5,959.82,0.1,14.71,Central,Online,Debit Card,4799.1,479.9100000000001,4319.1900000000005,2342.95,1961.5300000000007,0.4541430221870305,2024-01
O000071,C02251,P0041,2024-10-04,1,93.16,0.15,6.35,North,Retail Store,Debit Card,93.16,13.973999999999998,79.18599999999999,51.63,21.20599999999999,0.26779986361225455,2024-10
O000072,C01276,P0079,2024-12-12,2,95.49,0.0,22.82,North,Online,Bank Transfer,190.98,0.0,190.98,123.2,44.95999999999999,0.23541732118546438,2024-12
O000073,C00207,P0014,2025-01-27,1,1303.2,0.05,16.37,North,Online,Bank Transfer,1303.2,65.16000000000001,1238.04,845.71,375.9599999999999,0.3036735485121643,2025-01
O000074,C01280,P0043,2024-07-21,3,255.64,0.15,24.41,East,Retail Store,Credit Card,766.92,115.038,651.882,399.21,228.26199999999997,0.350158464261937,2024-07
O000075,C01908,P0073,2024-05-14,1,162.4,0.2,4.69,South,Partner,Bank Transfer,162.4,32.480000000000004,129.92000000000002,118.0,7.2300000000000155,0.05564963054187203,2024-05
O000076,C01272,P0088,2025-10-21,3,89.32,0.05,5.73,Central,Online,Debit Card,267.96,13.398,254.56199999999998,174.03,74.80199999999998,0.29384590001649885,2025-10
O000077,C01057,P0047,2025-02-05,1,601.35,0.15,12.7,West,Online,PayPal,601.35,90.2025,511.14750000000004,432.6,65.84750000000001,0.12882289358746743,2025-02
O000078,C00124,P0009,2025-05-01,1,285.48,0.05,8.85,North,Online,Debit Card,285.48,14.274000000000001,271.206,194.76,67.59600000000003,0.24924227340103106,2025-05
O000079,C01428,P0078,2025-08-11,1,210.4,0.0,9.83,Central,Online,Credit Card,210.4,0.0,210.4,127.02,73.55000000000001,0.34957224334600767,2025-08
O000080,C00291,P0039,2025-06-29,2,393.4,0.1,14.83,North,Online,Debit Card,786.8,78.68,708.1199999999999,401.98,291.3099999999999,0.4113850759758232,2025-06
O000081,C01976,P0050,2024-03-08,1,668.03,0.2,20.15,Central,Retail Store,Bank Transfer,668.03,133.606,534.424,357.21,157.064,0.29389398679700013,2024-03
O000082,C01784,P0073,2024-12-16,2,162.4,0.0,19.14,West,Online,Credit Card,324.8,0.0,324.8,236.0,69.66000000000001,0.2144704433497537,2024-12
O000083,C02352,P0063,2024-04-27,2,117.97,0.05,21.0,Central,Online,Credit Card,235.94,11.797,224.143,169.06,34.083,0.15205917650785436,2024-04
O000084,C00722,P0040,2025-02-19,1,255.42,0.0,9.87,North,Retail Store,Bank Transfer,255.42,0.0,255.42,198.92,46.63,0.18256205465507794,2025-02
O000085,C00252,P0012,2024-08-10,3,436.24,0.1,19.53,South,Partner,Credit Card,1308.72,130.872,1177.848,786.78,371.538,0.31543798520691974,2024-08
O000086,C00612,P0058,2025-06-28,1,524.63,0.1,7.13,West,Online,Debit Card,524.63,52.463,472.167,271.05,193.98699999999997,0.4108440445859198,2025-06
O000087,C01297,P0039,2025-08-06,3,393.4,0.15,18.65,North,Online,Bank Transfer,1180.1999999999998,177.02999999999997,1003.1699999999998,602.97,381.54999999999984,0.380344308541922,2025-08
O000088,C01411,P0012,2025-08-19,1,436.24,0.1,21.68,South,Online,Debit Card,436.24,43.624,392.616,262.26,108.67599999999999,0.2767997228844469,2025-08
O000089,C00256,P0048,2025-07-16,5,134.14,0.0,4.97,East,Retail Store,PayPal,670.6999999999999,0.0,670.6999999999999,372.2,293.5299999999999,0.4376472342328909,2025-07
O000090,C01156,P0004,2024-08-28,2,778.99,0.1,18.51,West,Online,PayPal,1557.98,155.798,1402.182,935.06,448.6120000000001,0.31993849585859757,2024-08
O000091,C01664,P0049,2025-03-21,2,63.33,0.15,6.74,East,Online,Debit Card,126.66,18.999,107.661,91.2,9.720999999999998,0.09029267794280192,2025-03
O000092,C01576,P0047,2025-03-03,1,601.35,0.2,2.76,North,Retail Store,Debit Card,601.35,120.27000000000001,481.08000000000004,432.6,45.72000000000002,0.09503616862060367,2025-03
O000093,C00065,P0019,2025-05-13,2,530.25,0.0,21.85,South,Online,Bank Transfer,1060.5,0.0,1060.5,573.56,465.09000000000003,0.4385572842998586,2025-05
O000094,C02476,P0055,2025-09-30,1,163.36,0.1,11.16,Central,Online,Bank Transfer,163.36,16.336000000000002,147.024,119.0,16.864,0.11470236151920775,2025-09
O000095,C00925,P0024,2025-03-10,2,774.35,0.1,18.52,East,Online,Debit Card,1548.7,154.87,1393.83,1067.78,307.53,0.22063666300768386,2025-03
O000096,C01103,P0053,2025-07-13,2,316.62,0.0,18.36,Central,Partner,Bank Transfer,633.24,0.0,633.24,455.84,159.04000000000002,0.25115280146547914,2025-07
O000097,C00464,P0075,2025-05-08,5,44.45,0.0,12.96,East,Online,PayPal,222.25,0.0,222.25,144.70000000000002,64.58999999999997,0.2906186726659166,2025-05
O000098,C00321,P0067,2025-09-16,1,435.6,0.05,17.89,East,Retail Store,Credit Card,435.6,21.78,413.82000000000005,275.21,120.72000000000007,0.29172103813252154,2025-09
O000099,C02209,P0075,2024-11-15,2,44.45,0.0,13.05,South,Online,Credit Card,88.9,0.0,88.9,57.88,17.970000000000002,0.20213723284589427,2024-11
O000100,C02100,P0061,2025-08-10,3,549.96,0.05,9.01,East,Online,PayPal,1649.88,82.49400000000001,1567.3860000000002,915.06,643.3160000000003,0.4104387815126588,2025-08
O000101,C00145,P0077,2024-11-07,3,70.81,0.1,15.51,South,Online,Bank Transfer,212.43,21.243000000000002,191.187,112.05000000000001,63.627,0.33279982425583327,2024-11
O000102,C02347,P0007,2025-11-03,6,787.65,0.2,8.95,West,Retail Store,Credit Card,4725.9,945.18,3780.72,3634.5,137.2699999999998,0.03630789902452438,2025-11
O000103,C00338,P0017,2025-06-01,1,1003.97,0.2,16.36,West,Online,Debit Card,1003.97,200.794,803.176,509.92,276.896,0.3447513371913503,2025-06
O000104,C01128,P0033,2024-01-15,3,454.27,0.1,17.33,East,Online,Debit Card,1362.81,136.281,1226.529,919.53,289.66900000000004,0.2361697114377239,2024-01
O000105,C01515,P0023,2024-09-24,3,485.17,0.0,10.21,North,Online,Credit Card,1455.51,0.0,1455.51,1108.9499999999998,336.3500000000002,0.23108738517770416,2024-09
O000106,C00346,P0019,2025-09-01,5,530.25,0.0,19.83,West,Retail Store,Bank Transfer,2651.25,0.0,2651.25,1433.8999999999999,1197.5200000000002,0.4516812824139558,2025-09
O000107,C00975,P0085,2025-03-26,3,128.94,0.0,3.72,North,Online,PayPal,386.82,0.0,386.82,254.76,128.34,0.33178222429036763,2025-03
O000108,C01083,P0015,2024-02-23,1,959.82,0.05,19.29,East,Online,Bank Transfer,959.82,47.99100000000001,911.8290000000001,468.59,423.94900000000007,0.46494353656222825,2024-02
O000109,C02182,P0030,2025-01-23,2,490.45,0.05,14.43,South,Online,Debit Card,980.9,49.045,931.855,559.12,358.305,0.38450724629904864,2025-01
O000110,C01781,P0002,2024-10-22,4,1224.79,0.05,24.14,North,Online,PayPal,4899.16,244.958,4654.202,2614.28,2015.782,0.4331101228524245,2024-10
O000111,C00169,P0013,2025-06-28,2,310.93,0.2,10.04,North,Online,PayPal,621.86,124.37200000000001,497.488,475.16,12.287999999999975,0.024700093268581302,2025-06
O000112,C01094,P0013,2024-09-18,2,310.93,0.05,19.02,East,Online,Debit Card,621.86,31.093000000000004,590.767,475.16,96.58700000000003,0.16349423715271846,2024-09
O000113,C02412,P0025,2025-06-16,1,27.18,0.15,14.82,North,Partner,PayPal,27.18,4.077,23.103,15.99,-7.706999999999999,-0.33359303986495253,2025-06
O000114,C00035,P0009,2024-01-13,1,285.48,0.1,10.41,Central,Online,Bank Transfer,285.48,28.548000000000002,256.932,194.76,51.76200000000003,0.2014618653962917,2024-01
O000115,C01161,P0033,2024-07-16,1,454.27,0.1,23.89,Central,Online,Debit Card,454.27,45.427,408.84299999999996,306.51,78.44299999999997,0.19186582624626072,2024-07
O000116,C00499,P0016,2024-03-29,4,377.26,0.0,22.66,Central,Online,Debit Card,1509.04,0.0,1509.04,1086.6,399.78000000000003,0.26492339500609663,2024-03
O000117,C00755,P0033,2024-10-28,2,454.27,0.0,19.81,North,Retail Store,PayPal,908.54,0.0,908.54,613.02,275.71,0.3034648997292359,2024-10
O000118,C01325,P0033,2024-06-14,3,454.27,0.0,11.24,Central,Retail Store,Bank Transfer,1362.81,0.0,1362.81,919.53,432.03999999999996,0.3170214483310219,2024-06
O000119,C00247,P0034,2024-09-28,1,186.26,0.0,16.23,East,Online,Debit Card,186.26,0.0,186.26,114.38,55.64999999999999,0.2987759046494148,2024-09
O000120,C00731,P0083,2025-05-18,1,64.02,0.1,16.31,North,Retail Store,Debit Card,64.02,6.402,57.617999999999995,35.53,5.777999999999995,0.10028116213683216,2025-05
O000121,C00436,P0057,2024-09-22,1,363.62,0.0,19.99,West,Online,PayPal,363.62,0.0,363.62,248.87,94.76,0.2606017270777185,2024-09
O000122,C00077,P0064,2024-06-01,2,131.5,0.0,8.49,West,Partner,Bank Transfer,263.0,0.0,263.0,136.88,117.63000000000001,0.4472623574144487,2024-06
O000123,C01351,P0051,2025-08-11,1,320.03,0.15,13.26,Central,Partner,Bank Transfer,320.03,48.00449999999999,272.02549999999997,184.4,74.36549999999995,0.2733769444408703,2025-08
O000124,C01655,P0009,2025-07-07,1,285.48,0.05,5.23,North,Partner,Bank Transfer,285.48,14.274000000000001,271.206,194.76,71.21600000000002,0.2625900606918727,2025-07
O000125,C02193,P0046,2024-12-07,2,527.57,0.05,10.72,West,Online,Credit Card,1055.14,52.757000000000005,1002.383,654.98,336.683,0.3358825917837792,2024-12
O000126,C01393,P0011,2025-04-15,3,620.88,0.0,14.98,North,Retail Store,Debit Card,1862.6399999999999,0.0,1862.6399999999999,1201.17,646.4899999999998,0.34708263539921824,2025-04
O000127,C01574,P0085,2024-07-14,1,128.94,0.05,13.45,Central,Partner,PayPal,128.94,6.447,122.493,84.92,24.122999999999994,0.1969337023340109,2024-07
O000128,C01794,P0025,2024-05-23,1,27.18,0.0,13.51,West,Retail Store,Debit Card,27.18,0.0,27.18,15.99,-2.3200000000000003,-0.08535688005886682,2024-05
O000129,C00259,P0070,2025-10-20,1,123.58,0.1,24.25,East,Partner,Bank Transfer,123.58,12.358,111.222,91.7,-4.728000000000009,-0.04250957544370726,2025-10
O000130,C00068,P0005,2024-12-13,1,916.2,0.2,5.16,Central,Retail Store,Bank Transfer,916.2,183.24,732.96,614.55,113.25000000000009,0.1545104780615587,2024-12
O000131,C02143,P0059,2025-11-25,4,534.37,0.1,23.31,West,Online,Debit Card,2137.48,213.74800000000002,1923.732,1098.4,802.0219999999999,0.41690942397381753,2025-11
O000132,C00152,P0019,2025-05-15,2,530.25,0.05,7.96,South,Partner,Credit Card,1060.5,53.025000000000006,1007.475,573.56,425.9550000000001,0.42279461028809656,2025-05
O000133,C00535,P0002,2024-06-25,2,1224.79,0.0,12.76,West,Retail Store,Credit Card,2449.58,0.0,2449.58,1307.14,1129.6799999999998,0.4611729357685807,2024-06
O000134,C00700,P0076,2024-03-06,3,145.15,0.0,3.92,East,Online,Debit Card,435.45000000000005,0.0,435.45000000000005,297.12,134.41000000000005,0.30866919278906885,2024-03
O000135,C00831,P0055,2024-12-11,3,163.36,0.15,5.22,South,Retail Store,PayPal,490.08000000000004,73.512,416.56800000000004,357.0,54.34800000000004,0.13046609437114717,2024-12
O000136,C02360,P0070,2024-05-20,1,123.58,0.2,15.84,North,Online,Credit Card,123.58,24.716,98.864,91.7,-8.675999999999998,-0.08775691859524193,2024-05
O000137,C01375,P0009,2024-05-03,1,285.48,0.2,14.95,South,Online,PayPal,285.48,57.096000000000004,228.38400000000001,194.76,18.674000000000024,0.08176579795432265,2024-05
O000138,C01797,P0032,2025-08-18,1,175.67,0.0,20.0,West,Retail Store,Bank Transfer,175.67,0.0,175.67,102.46,53.209999999999994,0.3028974782262196,2025-08
O000139,C00065,P0063,2024-03-23,1,117.97,0.0,11.87,South,Partner,PayPal,117.97,0.0,117.97,84.53,21.57,0.1828430957022972,2024-03
O000140,C01950,P0017,2024-07-30,1,1003.97,0.0,7.88,East,Online,Bank Transfer,1003.97,0.0,1003.97,509.92,486.17,0.48424753727701025,2024-07
O000141,C00715,P0079,2025-12-09,1,95.49,0.0,16.61,South,Retail Store,Credit Card,95.49,0.0,95.49,61.6,17.279999999999994,0.18096135721017903,2025-12
O000142,C01234,P0045,2025-03-04,1,149.31,0.0,16.43,North,Online,Credit Card,149.31,0.0,149.31,90.13,42.75000000000001,0.2863170584689572,2025-03
O000143,C02211,P0065,2024-08-12,2,179.07,0.15,3.69,West,Retail Store,PayPal,358.14,53.721,304.419,191.96,108.76899999999998,0.3573002999155768,2024-08
O000144,C00462,P0020,2025-12-02,3,797.9,0.05,17.58,West,Online,Debit Card,2393.7,119.685,2274.015,1835.34,421.09499999999997,0.18517687878048297,2025-12
O000145,C00177,P0007,2025-10-22,1,787.65,0.0,16.38,West,Online,PayPal,787.65,0.0,787.65,605.75,165.51999999999998,0.21014409953659619,2025-10
O000146,C01857,P0006,2024-04-16,3,877.9,0.1,13.41,West,Online,Credit Card,2633.7,263.37,2370.33,1557.1799999999998,799.7400000000001,0.3373960587766261,2024-04
O000147,C00476,P0010,2024-08-28,3,366.28,0.1,6.97,Central,Online,Bank Transfer,1098.84,109.884,988.9559999999999,643.86,338.12599999999986,0.3419019653048264,2024-08
O000148,C01335,P0030,2024-04-22,1,490.45,0.0,22.07,Central,Online,Bank Transfer,490.45,0.0,490.45,279.56,188.82,0.3849933734325619,2024-04
O000149,C01539,P0029,2024-03-16,2,306.49,0.05,5.76,North,Online,Bank Transfer,612.98,30.649,582.331,371.74,204.83100000000002,0.35174325254880817,2024-03
O000150,C02497,P0059,2024-07-01,1,534.37,0.0,16.72,East,Online,Debit Card,534.37,0.0,534.37,274.6,243.04999999999998,0.4548346651196736,2024-07
O000151,C01105,P0026,2024-12-09,1,141.49,0.15,5.57,Central,Online,PayPal,141.49,21.2235,120.26650000000001,75.72,38.97650000000001,0.32408442916356595,2024-12
O000152,C01907,P0059,2025-03-04,1,534.37,0.0,16.08,Central,Online,PayPal,534.37,0.0,534.37,274.6,243.69,0.456032337144675,2025-03
O000153,C00697,P0074,2025-07-20,4,18.14,0.0,21.9,South,Online,Bank Transfer,72.56,0.0,72.56,55.4,-4.739999999999995,-0.06532524807056223,2025-07
O000154,C00887,P0076,2025-04-29,3,145.15,0.0,19.06,West,Online,Bank Transfer,435.45000000000005,0.0,435.45000000000005,297.12,119.27000000000004,0.27390056263635326,2025-04
O000155,C01011,P0032,2024-12-01,2,175.67,0.0,23.06,South,Partner,Debit Card,351.34,0.0,351.34,204.92,123.35999999999999,0.3511128821084989,2024-12
O000156,C00021,P0054,2024-02-15,1,289.95,0.05,12.08,West,Retail Store,Credit Card,289.95,14.4975,275.4525,144.05,119.32249999999998,0.43318721013604883,2024-02
O000157,C01616,P0062,2025-12-14,3,692.95,0.05,15.07,West,Online,Credit Card,2078.8500000000004,103.94250000000002,1974.9075000000003,1035.1200000000001,924.7175000000001,0.4682333223201593,2025-12
O000158,C00051,P0053,2024-08-11,1,316.62,0.0,2.86,Central,Online,Credit Card,316.62,0.0,316.62,227.92,85.84000000000002,0.2711136377992547,2024-08
O000159,C01249,P0021,2025-12-21,2,747.29,0.1,24.47,Central,Retail Store,Credit Card,1494.58,149.458,1345.1219999999998,995.68,324.97199999999987,0.24159295588058177,2025-12
O000160,C01900,P0018,2025-12-21,1,159.0,0.2,18.34,West,Partner,Bank Transfer,159.0,31.8,127.2,89.15,19.709999999999997,0.15495283018867922,2025-12
O000161,C00006,P0081,2024-03-13,1,51.36,0.15,9.17,North,Online,Credit Card,51.36,7.704,43.656,37.84,-3.3540000000000045,-0.07682792743265542,2024-03
