customer_id,total_orders,total_revenue,total_profit,total_units,avg_order_value,last_order_date,customer_lifetime_days,customer_value_segment
C00043,9,2867.766,543.506,16,318.6406666666667,2025-12-10,709,Low Value
C00044,4,4363.0160000000005,1164.1160000000002,8,1090.7540000000001,2025-11-24,693,Mid-Low
C00045,9,3671.0415,917.9414999999998,13,407.89349999999996,2025-09-13,621,Mid-Low
C00046,7,7263.8845,2230.2145,17,1037.6977857142858,2025-11-02,671,High Value
C00047,5,3758.0855,1056.8055,14,751.6171,2025-12-02,701,Mid-Low
C00048,5,1473.0739999999998,458.7739999999998,12,294.61479999999995,2025-08-15,592,Low Value
C00049,10,7352.7205,2245.6505000000006,18,735.27205,2025-12-17,716,High Value
C00050,8,6274.075,2419.505,13,784.259375,2025-12-07,706,Mid-High
C00051,6,3603.8655,1247.4655,13,600.6442499999999,2025-08-22,599,Mid-Low
C00052,6,6420.552500000001,2265.6825,17,1070.0920833333334,2025-05-12,497,Mid-High
C00053,7,5798.572,2399.1119999999996,15,828.3674285714286,2025-10-13,651,Mid-High
C00054,6,6290.442,1871.9819999999997,17,1048.407,2025-06-07,523,Mid-High
C00055,9,7395.28,2645.33,23,821.6977777777778,2025-12-09,708,High Value
C00056,6,3531.8755,851.5355000000001,10,588.6459166666667,2025-06-08,524,Mid-Low
C00057,5,6455.5644999999995,2312.5744999999997,11,1291.1128999999999,2025-06-19,535,Mid-High
C00058,6,2983.9975,1010.1975,13,497.3329166666667,2025-08-04,581,Mid-Low
C00059,5,910.2615000000001,286.7415,8,182.0523,2025-12-06,705,Low Value
C00060,6,2767.711,630.9309999999999,8,461.2851666666666,2025-11-18,687,Low Value
C00061,6,2212.9469999999997,873.8969999999999,13,368.82449999999994,2025-11-10,679,Low Value
C00062,7,2817.1035,842.7334999999999,16,402.44335714285717,2025-09-10,618,Low Value
C00063,4,1417.694,284.73400000000004,11,354.4235,2025-09-18,626,Low Value
C00064,9,10654.984,3123.8440000000005,21,1183.8871111111112,2025-11-28,697,High Value
C00065,6,2671.534,883.8040000000001,12,445.2556666666667,2025-09-28,636,Low Value
C00066,7,4535.8645,1483.7845,15,647.9806428571428,2025-12-24,723,Mid-Low
C00067,6,2741.986,842.5060000000001,9,456.99766666666665,2025-12-28,727,Low Value
C00068,11,3787.9755,928.6755,14,344.3614090909091,2025-12-19,718,Mid-Low
C00069,6,6099.835,2504.1750000000006,18,1016.6391666666667,2025-02-06,402,Mid-High
C00070,10,8618.237,3562.117,23,861.8236999999999,2025-08-12,589,High Value
C00071,3,770.0239999999999,172.0639999999999,5,256.6746666666666,2025-07-17,563,Low Value
C00072,5,2551.1285,921.9685,11,510.22569999999996,2025-10-24,662,Low Value
C00073,8,9622.4265,3628.9664999999995,21,1202.8033125,2025-10-03,641,High Value
C00074,9,2713.157,786.187,13,301.4618888888889,2025-11-06,675,Low Value
C00075,13,10159.6165,3226.1865000000003,28,781.5089615384616,2025-10-15,653,High Value
C00076,5,5467.9795,2409.939500000001,11,1093.5959,2025-12-01,700,Mid-High
C00077,13,3816.1855,1205.7855,22,293.5527307692308,2025-12-22,721,Mid-Low
C00078,10,5836.153,1832.0229999999997,19,583.6153,2025-09-22,630,Mid-High
C00079,7,3570.465,904.6750000000001,13,510.0664285714286,2025-10-26,664,Mid-Low
C00080,5,12054.065999999999,5016.816000000001,13,2410.8131999999996,2025-09-28,636,High Value
C00081,9,6439.914999999999,2052.725,24,715.546111111111,2025-10-23,661,Mid-High
C00082,11,9414.370499999999,3042.1304999999998,33,855.8518636363635,2025-12-13,712,High Value
C00083,4,1281.58,426.76000000000005,10,320.395,2025-12-08,707,Low Value
C00084,6,6029.121,2074.521,22,1004.8535,2025-08-23,600,Mid-High
C00085,5,8618.92,2922.330000000001,15,1723.784,2025-08-06,583,High Value
C00086,6,2720.3535,826.3534999999999,11,453.39225000000005,2025-08-14,591,Low Value
C00087,4,3138.2015,632.4615000000001,10,784.550375,2025-04-12,467,Mid-Low
C00088,11,8035.102,2526.542,17,730.4638181818182,2025-10-04,642,High Value
C00089,19,21481.0295,6632.6895,47,1130.5805,2025-12-26,725,High Value
C00090,8,6182.075,1787.915,16,772.759375,2025-09-02,610,Mid-High
C00091,8,2482.5775,629.2574999999998,16,310.3221875,2025-12-15,714,Low Value
C00092,3,2646.5795,825.2295,12,882.1931666666666,2025-12-21,720,Low Value
C00093,3,1570.914,298.224,6,523.638,2025-12-27,726,Low Value
C00094,8,3251.209,775.8990000000001,18,406.401125,2025-11-30,699,Mid-Low
C00095,13,11629.843,3690.123,24,894.6033076923078,2025-12-30,729,High Value
C00096,5,1401.498,284.3380000000001,7,280.2996,2025-09-10,618,Low Value
C00097,7,3245.534,1174.964,11,463.6477142857143,2025-05-20,505,Mid-Low
C00098,5,4653.7605,718.7205,9,930.7521,2025-11-15,684,Mid-High
C00099,4,1919.7875000000001,287.2875,5,479.94687500000003,2025-10-14,652,Low Value
C00100,8,3904.482,908.7320000000004,18,488.06025,2025-10-15,653,Mid-Low
C00101,6,1062.786,223.01600000000002,9,177.131,2025-11-09,678,Low Value
C00102,7,2853.2155,689.8354999999999,15,407.60221428571424,2025-09-18,626,Low Value
C00103,7,1747.025,573.495,12,249.57500000000002,2025-12-25,724,Low Value
C00104,8,7078.336,2889.9260000000004,28,884.792,2025-05-26,511,High Value
C00105,10,7306.9465,1973.3465,21,730.69465,2025-11-29,698,High Value
C00106,8,2745.661,920.231,17,343.207625,2025-12-20,719,Low Value
C00107,10,11787.0305,3811.0605,25,1178.70305,2025-11-28,697,High Value
C00108,8,8216.972,3326.152000000001,17,1027.1215,2025-12-15,714,High Value
C00109,1,654.516,153.22599999999994,2,654.516,2024-04-08,98,Low Value
C00110,6,4317.800499999999,1459.0104999999999,11,719.6334166666666,2025-11-10,679,Mid-Low
C00111,5,4469.7925,1539.4625,9,893.9585,2025-11-15,684,Mid-Low
C00112,7,2120.0685000000003,776.1685000000001,8,302.8669285714286,2025-12-08,707,Low Value
C00113,8,3477.922,434.6419999999998,13,434.74025,2025-11-17,686,Mid-Low
C00114,5,3058.442,785.562,14,611.6884,2024-06-17,168,Mid-Low
C00115,6,7629.139999999999,1279.4699999999993,15,1271.5233333333333,2025-10-02,640,High Value
C00116,10,3600.485,1047.875,13,360.0485,2025-12-22,721,Mid-Low
C00117,4,3518.022,821.1719999999998,12,879.5055,2025-11-25,694,Mid-Low
C00118,6,6856.311,1660.9710000000005,22,1142.7185,2025-06-20,536,High Value
C00119,15,12774.6695,4640.4895,33,851.6446333333333,2025-12-31,730,High Value
C00120,10,4089.0615,751.0415,19,408.90614999999997,2025-09-17,625,Mid-Low
C00121,11,8136.6805,2943.7705,25,739.6982272727273,2025-12-26,725,High Value
C00122,7,3048.0389999999998,763.549,12,435.43414285714283,2025-05-07,492,Mid-Low
C00123,5,6351.753000000001,2065.8030000000003,10,1270.3506000000002,2025-09-07,615,Mid-High
C00124,3,491.99,119.16,4,163.99666666666667,2025-05-01,486,Low Value
C00125,9,4583.594,1887.9140000000002,18,509.2882222222222,2025-12-06,705,Mid-Low
C00126,8,4838.030000000001,1291.7800000000002,15,604.7537500000001,2025-10-17,655,Mid-High
C00127,6,2898.8514999999998,834.1814999999999,10,483.14191666666665,2025-08-14,591,Low Value
C00128,11,8641.1,2292.370000000001,23,785.5545454545455,2025-12-22,721,High Value
C00129,8,3824.532,1407.5620000000001,14,478.0665,2025-10-27,665,Mid-Low
C00130,10,6958.3395,1275.7895000000003,21,695.83395,2025-12-31,730,High Value
C00131,10,7049.511,2005.1309999999999,23,704.9511,2025-11-14,683,High Value
C00132,12,5256.2155,1774.4554999999998,29,438.01795833333335,2025-11-20,689,Mid-High
C00133,9,4008.2735,1043.7034999999998,13,445.3637222222222,2025-11-23,692,Mid-Low
C00134,8,5250.007,1705.957,15,656.250875,2025-07-06,552,Mid-High
C00135,7,7783.844,2153.7340000000004,14,1111.9777142857142,2025-12-30,729,High Value
C00136,7,4474.2,1097.8300000000002,15,639.1714285714286,2025-12-26,725,Mid-Low
C00137,8,3397.4795,1144.4595,12,424.6849375,2025-07-19,565,Mid-Low
C00138,8,6687.790999999999,2112.7509999999997,22,835.9738749999999,2025-10-31,669,Mid-High
C00139,9,6358.4155,2093.4955,22,706.4906111111111,2025-12-09,708,Mid-High
C00140,5,1265.7205,507.1705,8,253.14409999999998,2025-04-01,456,Low Value
C00141,6,3847.3559999999998,1407.916,12,641.226,2025-11-04,673,Mid-Low
C00142,8,6528.8015,2136.9715,21,816.1001875,2025-11-26,695,Mid-High
C00143,6,4536.8144999999995,1169.2545000000002,15,756.1357499999999,2025-09-06,614,Mid-Low
C00144,8,4023.7654999999995,893.3154999999997,15,502.97068749999994,2025-12-25,724,Mid-Low
C00145,3,995.0730000000001,231.59300000000002,6,331.69100000000003,2025-06-18,534,Low Value
C00146,6,2417.7400000000002,758.3000000000001,15,402.9566666666667,2025-09-10,618,Low Value
C00147,9,3517.2439999999997,985.0939999999998,12,390.80488888888885,2025-08-03,580,Mid-Low
C00148,6,2047.804,378.03400000000005,8,341.3006666666667,2025-08-05,582,Low Value
C00149,7,2984.3224999999998,975.1825,17,426.3317857142857,2025-08-10,587,Mid-Low
C00150,6,3924.489,1378.809,10,654.0815,2025-12-23,722,Mid-Low
C00151,9,4545.0255,1515.0055000000002,14,505.0028333333333,2025-10-23,661,Mid-Low
C00152,7,6102.6965,2161.5565,19,871.8137857142857,2025-12-13,712,Mid-High
C00153,2,3391.1279999999997,939.558,5,1695.5639999999999,2025-12-24,723,Mid-Low
C00154,6,6235.9715,2367.4015000000004,13,1039.3285833333332,2025-10-04,642,Mid-High
C00155,10,8160.384,2877.334,30,816.0384,2025-12-03,702,High Value
C00156,8,8893.477499999999,2037.8974999999994,23,1111.6846874999999,2025-09-04,612,High Value
C00157,4,2922.174,906.6440000000001,8,730.5435,2025-04-07,462,Low Value
C00158,7,5419.512,1549.5719999999994,14,774.216,2025-12-25,724,Mid-High
C00159,8,7752.008,2227.3379999999997,18,969.001,2025-11-22,691,High Value
C00160,5,7447.83,2049.86,13,1489.566,2025-12-14,713,High Value
C00161,9,5534.876499999999,1941.9064999999998,19,614.9862777777777,2025-06-22,538,Mid-High
C00162,15,9536.103,2499.323,30,635.7402,2025-12-21,720,High Value
C00163,6,1984.8035,628.0835000000001,14,330.80058333333335,2025-08-20,597,Low Value
C00164,5,2933.905,736.485,14,586.7810000000001,2025-10-24,662,Low Value
C00165,7,5463.184,1986.8039999999999,13,780.4548571428571,2025-12-13,712,Mid-High
C00166,4,3081.846,1010.4859999999999,7,770.4615,2025-12-05,704,Mid-Low
C00167,6,4834.490000000001,1444.6000000000004,11,805.7483333333334,2025-09-16,624,Mid-High
C00168,5,3964.7079999999996,1702.318,10,792.9415999999999,2025-07-22,568,Mid-Low
C00169,7,4909.1,1272.65,17,701.3000000000001,2025-08-16,593,Mid-High
C00170,4,1750.4669999999999,686.9269999999999,9,437.61674999999997,2025-12-10,709,Low Value
C00171,5,5523.127,1768.407,17,1104.6254000000001,2025-10-25,663,Mid-High
C00172,7,3343.737,791.9370000000001,15,477.6767142857143,2025-12-14,713,Mid-Low
C00173,10,7876.912,2647.102,27,787.6912,2025-08-27,604,High Value
C00174,6,6518.1225,2160.4624999999996,15,1086.35375,2025-12-16,715,Mid-High
C00175,8,2504.6875,677.0374999999999,12,313.0859375,2025-08-21,598,Low Value
C00176,7,7056.0509999999995,1784.441,19,1008.0072857142857,2025-12-12,711,High Value
C00177,6,6481.1295,2825.9195000000004,12,1080.18825,2025-10-22,660,Mid-High
C00178,10,6068.9345,1794.4145,15,606.89345,2025-11-28,697,Mid-High
C00179,6,6443.7875,1282.8675,19,1073.9645833333334,2025-12-09,708,Mid-High
C00180,5,1685.025,573.515,7,337.005,2025-12-02,701,Low Value
C00181,6,7042.3965,1878.5765000000004,14,1173.73275,2025-10-09,647,High Value
C00182,6,3826.324,1432.4740000000002,14,637.7206666666667,2025-08-29,606,Mid-Low
C00183,5,4486.191,1809.141,8,897.2382,2024-10-04,277,Mid-Low
C00184,5,4339.12,1409.6799999999998,17,867.824,2025-11-24,693,Mid-Low
C00185,9,8039.396,2273.486,19,893.2662222222222,2025-12-20,719,High Value
C00186,4,4146.849999999999,1845.2599999999998,11,1036.7124999999999,2025-12-15,714,Mid-Low
C00187,13,10604.451500000001,3094.7115000000003,28,815.7270384615385,2025-12-26,725,High Value
C00188,5,4124.6215,1530.9115000000002,12,824.9243,2025-10-10,648,Mid-Low
C00189,4,864.858,210.29800000000003,6,216.2145,2025-11-01,670,Low Value
C00190,6,4950.2744999999995,1247.4745,9,825.0457499999999,2025-05-08,493,Mid-High
C00191,12,7673.54,2436.8999999999996,20,639.4616666666667,2025-08-11,588,High Value
C00192,11,9693.1715,3319.1815,30,881.1974090909091,2025-10-05,643,High Value
C00193,8,4258.4220000000005,1214.5620000000001,12,532.3027500000001,2025-12-12,711,Mid-Low
C00194,6,2456.3630000000003,815.663,12,409.39383333333336,2025-07-02,548,Low Value
C00195,12,6412.9235,2039.0835000000002,29,534.4102916666667,2025-12-09,708,Mid-High
C00196,5,6337.977499999999,2276.4174999999996,18,1267.5955,2025-07-30,576,Mid-High
C00197,4,3122.8,993.97,10,780.7,2024-12-19,353,Mid-Low
C00198,5,3951.0865000000003,1608.9565,10,790.2173,2025-12-08,707,Mid-Low
C00199,6,4550.353,1416.043,12,758.3921666666666,2025-11-09,678,Mid-Low
C00200,4,3064.693,699.003,11,766.17325,2025-10-15,653,Mid-Low
C00201,4,3211.442,982.2819999999999,11,802.8605,2025-08-15,592,Mid-Low
C00202,11,7666.9165,2556.0165,28,696.9924090909091,2025-11-09,678,High Value
C00203,7,2956.932,847.492,12,422.4188571428571,2025-02-08,404,Low Value
C00204,3,1088.112,155.08199999999994,4,362.704,2025-10-09,647,Low Value
C00205,11,5204.077499999999,1272.1174999999998,29,473.0979545454545,2025-11-23,692,Mid-High
C00206,8,7664.0505,2696.8805000000007,16,958.0063125,2025-12-12,711,High Value
C00207,10,10520.414,3561.0539999999996,21,1052.0414,2025-12-13,712,High Value
C00208,3,1431.3335,385.5435,3,477.11116666666663,2024-11-23,327,Low Value
C00209,7,10700.2875,2655.7475000000004,17,1528.6125,2025-12-25,724,High Value
C00210,14,9518.755000000001,2382.915,27,679.9110714285715,2025-09-26,634,High Value
C00211,9,5214.0405,1604.0405,23,579.3378333333334,2025-12-19,718,Mid-High
C00212,2,1471.592,409.9920000000001,3,735.796,2024-06-27,178,Low Value
C00213,12,5787.2345,1729.9145,22,482.2695416666666,2025-11-18,687,Mid-High
C00214,8,4378.101,1075.4910000000002,14,547.262625,2025-11-11,680,Mid-Low
C00215,9,7534.602,2538.9719999999998,13,837.178,2025-11-20,689,High Value
C00216,3,552.9,139.34,5,184.29999999999998,2025-01-04,369,Low Value
C00217,12,6941.556500000001,2366.9565000000002,18,578.4630416666668,2025-10-30,668,High Value
C00218,7,4909.738,1500.9279999999999,17,701.3911428571429,2025-12-30,729,Mid-High
C00219,6,5364.9580000000005,1743.7979999999998,10,894.1596666666668,2025-06-24,540,Mid-High
C00220,7,10619.369,4424.329,18,1517.0527142857143,2025-12-12,711,High Value
C00221,5,5503.5855,2178.7655000000004,13,1100.7171,2025-12-03,702,Mid-High
C00222,4,1447.202,359.04200000000003,6,361.8005,2025-07-18,564,Low Value
C00223,7,4682.2735,1716.6834999999999,15,668.8962142857143,2025-11-25,694,Mid-High
C00224,14,6692.9335,1767.2835,36,478.06667857142855,2025-09-27,635,Mid-High
C00225,12,9210.757,3273.0570000000002,23,767.5630833333333,2025-11-18,687,High Value
C00226,8,4560.9365,1627.5665000000001,11,570.1170625,2025-11-06,675,Mid-Low
C00227,6,6459.956,2205.656,10,1076.6593333333333,2025-12-02,701,Mid-High
C00228,8,2950.724,787.8539999999998,21,368.8405,2025-09-11,619,Low Value
C00229,11,6052.3195000000005,2099.3295,13,550.2108636363637,2025-10-22,660,Mid-High
C00230,7,3836.1875,828.3574999999997,12,548.0267857142857,2025-12-26,725,Mid-Low
C00231,7,5090.4415,2188.6915,10,727.2059285714286,2025-11-01,670,Mid-High
C00232,6,2585.3265,875.2565000000002,13,430.88775000000004,2025-12-07,706,Low Value
C00233,8,2455.919,726.309,16,306.989875,2025-12-15,714,Low Value
C00234,5,3613.9100000000003,787.02,7,722.782,2025-07-20,566,Mid-Low
C00235,7,6689.1425,1848.2425,18,955.5917857142857,2025-11-06,675,Mid-High
C00236,8,2806.777,1079.7269999999999,16,350.847125,2025-12-17,716,Low Value
C00237,3,698.099,188.129,9,232.69966666666667,2025-11-19,688,Low Value
C00238,10,4620.1320000000005,1431.8220000000001,22,462.01320000000004,2025-12-22,721,Mid-High
C00239,3,615.6514999999999,145.43149999999997,7,205.21716666666666,2025-09-27,635,Low Value
C00240,11,4302.633,1126.5330000000001,24,391.1484545454545,2025-10-08,646,Mid-Low
C00241,8,2785.612,764.162,14,348.2015,2025-12-11,710,Low Value
C00242,4,3139.456,852.4359999999999,7,784.864,2025-12-08,707,Mid-Low
C00243,10,5463.586,1969.336,17,546.3586,2025-11-28,697,Mid-High
C00244,5,5517.139,2524.7990000000004,10,1103.4278,2025-09-25,633,Mid-High
C00245,7,3054.6835,1069.7735,12,436.38335714285716,2025-12-14,713,Mid-Low
C00246,5,824.739,268.05899999999997,7,164.9478,2025-10-02,640,Low Value
C00247,9,7867.639,2504.679,19,874.1821111111111,2025-11-30,699,High Value
C00248,9,4573.9105,1379.8905,19,508.2122777777778,2025-09-21,629,Mid-Low
C00249,10,5287.414,1653.984,21,528.7414,2025-12-21,720,Mid-High
C00250,7,4419.079,1701.0090000000002,12,631.2969999999999,2025-11-27,696,Mid-Low
C00251,10,9819.7375,3414.0375,21,981.9737499999999,2025-03-29,453,High Value
C00252,6,4243.149,1342.1290000000001,14,707.1915,2025-11-20,689,Mid-Low
C00253,6,2325.602,619.212,10,387.6003333333333,2025-12-17,716,Low Value
C00254,8,3272.7985,1220.7984999999999,14,409.0998125,2025-09-02,610,Mid-Low
C00255,11,12531.068,2181.198,31,1139.1879999999999,2025-10-07,645,High Value
C00256,4,1703.1999999999998,638.4299999999998,13,425.79999999999995,2025-07-16,562,Low Value
C00257,2,1231.406,444.5159999999999,7,615.703,2025-05-31,516,Low Value
C00258,8,5289.75,1370.9399999999998,19,661.21875,2025-09-05,613,Mid-High
C00259,12,7649.5785000000005,1736.0085000000001,30,637.464875,2025-12-01,700,High Value
C00260,6,3712.3639999999996,1137.4139999999998,12,618.7273333333333,2025-11-01,670,Mid-Low
C00261,12,10356.046,3683.9559999999997,30,863.0038333333333,2025-11-05,674,High Value
C00262,7,5985.0869999999995,1560.5970000000002,14,855.0124285714285,2025-10-30,668,Mid-High
C00263,10,1939.7179999999998,552.9379999999999,18,193.97179999999997,2025-11-16,685,Low Value
C00264,8,3113.3360000000002,969.656,12,389.16700000000003,2025-11-24,693,Mid-Low
C00265,10,6379.8745,2486.2045,18,637.98745,2025-12-31,730,Mid-High
C00266,8,3370.5315,821.3215,10,421.3164375,2025-07-28,574,Mid-Low
C00267,7,7769.121999999999,3015.982,14,1109.8745714285712,2025-12-27,726,High Value
C00268,5,3267.8360000000002,642.7060000000004,12,653.5672000000001,2025-07-08,554,Mid-Low
C00269,8,5106.924,1490.824,16,638.3655,2025-07-08,554,Mid-High
C00270,6,10112.947499999998,2062.0974999999994,17,1685.4912499999998,2025-11-11,680,High Value
C00271,9,12365.1625,3439.2425000000003,21,1373.9069444444444,2025-10-05,643,High Value
C00272,9,4201.0455,1005.7155000000001,15,466.7828333333334,2025-12-17,716,Mid-Low
C00273,7,4140.5345,1291.5245000000002,14,591.5049285714285,2025-07-04,550,Mid-Low
C00274,4,2623.3759999999997,1051.396,6,655.8439999999999,2025-08-18,595,Low Value
C00275,4,1305.0900000000001,282.7100000000001,7,326.27250000000004,2025-09-09,617,Low Value
C00276,8,5081.1565,1192.4465,18,635.1445625,2025-11-05,674,Mid-High
C00277,7,2480.17,616.35,10,354.31,2025-11-13,682,Low Value
C00278,5,4203.184,1032.174,11,840.6368,2025-11-17,686,Mid-Low
C00279,6,6986.388,1939.8380000000004,19,1164.398,2025-12-05,704,High Value
C00280,10,4160.3330000000005,1162.663,24,416.03330000000005,2025-11-18,687,Mid-Low
C00281,7,4383.2175,926.4974999999996,15,626.1739285714285,2025-07-05,551,Mid-Low
C00282,5,3757.417,1483.177,16,751.4834,2025-05-26,511,Mid-Low
C00283,3,981.4205,245.08050000000003,6,327.14016666666663,2025-09-21,629,Low Value
C00284,5,2363.2355000000002,533.2055000000001,6,472.6471,2025-11-14,683,Low Value
C00285,5,2420.7125,412.94249999999994,12,484.14250000000004,2025-11-29,698,Low Value
C00286,8,3879.4990000000003,905.8290000000002,18,484.93737500000003,2025-12-14,713,Mid-Low
C00287,3,1299.951,264.54100000000005,4,433.317,2025-10-23,661,Low Value
C00288,8,3297.887,966.167,23,412.235875,2025-08-17,594,Mid-Low
C00289,10,6798.204,2017.224,21,679.8204,2025-11-18,687,High Value
C00290,10,7352.7305,2031.9904999999999,28,735.27305,2025-09-17,625,High Value
C00291,7,3522.3585,1138.5285,21,503.1940714285714,2025-10-19,657,Mid-Low
C00292,6,3714.765,1053.3850000000002,10,619.1274999999999,2025-12-28,727,Mid-Low
C00293,4,1715.9025,600.6324999999999,6,428.975625,2025-12-13,712,Low Value
C00294,4,2729.1175,515.6875,7,682.279375,2025-04-24,479,Low Value
C00295,9,6450.0945,2288.4345,20,716.6771666666667,2025-06-29,545,Mid-High
C00296,6,7222.843,2319.163,22,1203.8071666666667,2025-01-01,366,High Value
C00297,5,1939.8384999999998,818.1284999999998,7,387.9677,2025-12-14,713,Low Value
C00298,5,8038.786000000001,2255.0860000000002,13,1607.7572000000002,2025-12-29,728,High Value
C00299,8,2965.4505,726.2105,15,370.6813125,2025-10-15,653,Mid-Low
C00300,6,2696.0155,588.5355000000001,11,449.33591666666666,2025-12-12,711,Low Value
C00301,4,2650.969,828.5190000000002,9,662.74225,2025-10-18,656,Low Value
C00302,11,7546.8975,3117.8175,24,686.0815909090909,2025-12-27,726,High Value
C00303,9,11289.406500000001,4683.6965,22,1254.3785,2025-10-26,664,High Value
C00304,5,1175.4560000000001,343.0560000000001,6,235.09120000000001,2025-12-12,711,Low Value
C00305,12,6781.545999999999,1700.106,35,565.1288333333333,2025-11-16,685,High Value
C00306,8,3243.8395,620.8695,22,405.4799375,2025-11-19,688,Mid-Low
C00307,16,9204.241,2491.0609999999997,29,575.2650625,2025-12-20,719,High Value
C00308,8,3630.7960000000003,1087.7359999999999,19,453.84950000000003,2025-08-14,591,Mid-Low
C00309,15,9763.2705,3632.0604999999996,30,650.8847000000001,2025-11-03,672,High Value
C00310,2,781.18,347.74999999999994,3,390.59,2025-02-13,409,Low Value
C00311,5,1457.608,408.268,7,291.5216,2024-11-15,319,Low Value
C00312,11,5707.599999999999,1597.5699999999997,25,518.8727272727273,2025-11-09,678,Mid-High
C00313,8,6821.453,2681.233,17,852.681625,2025-06-06,522,High Value
C00314,7,5561.4825,1875.2024999999999,17,794.4975000000001,2025-05-25,510,Mid-High
C00315,5,10869.002,4634.662,14,2173.8004,2025-12-26,725,High Value
C00316,4,5018.8695,1911.7495,9,1254.717375,2025-08-10,587,Mid-High
C00317,5,1787.7065,437.64650000000006,8,357.5413,2025-07-30,576,Low Value
C00318,6,4410.764,1563.2340000000002,18,735.1273333333334,2025-08-18,595,Mid-Low
C00319,9,5455.0055,1779.0655,22,606.1117222222223,2025-09-06,614,Mid-High
C00320,6,7410.6,2214.0600000000004,19,1235.1000000000001,2025-08-11,588,High Value
C00321,8,4223.880499999999,1347.2404999999999,13,527.9850624999999,2025-09-16,624,Mid-Low
C00322,7,2457.093,840.1129999999999,8,351.0132857142857,2025-10-31,669,Low Value
C00323,4,1893.225,514.2649999999999,10,473.30625,2025-10-14,652,Low Value
C00324,8,8430.9745,2503.2645,16,1053.8718125,2025-09-16,624,High Value
C00325,12,14700.432,4428.352000000001,30,1225.036,2025-10-17,655,High Value
